,GL70,GL72,GL74,GL76,GL78,GL80,GL82,GL84,GL86,Med3,Med5,Med7,Med9,Med11,Med13,Med15,Med17,Med19
11156926_20200427_Feet_R_S_1,0.8505261777758462,0.8505261777758462,0.8505261777758462,0.8505261777758462,0.8917725658451545,0.9103387146369812,0.7214388242504604,0.7258411967870203,0.7258411967870203,0.8209048081414729,0.8505261777758462,0.8505261777758462,0.8505261777758462,0.7029141965089637,0.7029141965089637,0.5693604991722606,0.5693604991722606,0.4498650857657368
11156926_20200427_Feet_R_S_2,0.8596887455033,0.937452715471831,0.937452715471831,0.8614390647296656,0.8614390647296656,0.8614390647296656,0.8614390647296656,0.807956821059177,0.74469426630242,0.8477005355732591,0.8477005355732591,0.8598055879581764,0.8598055879581764,0.7105831305439474,0.7105831305439474,0.5755723357405974,0.5755723357405974,0.4547732035481264
11156926_20200427_Feet_R_S_3,0.873811089844026,0.873811089844026,0.8489954950052201,0.8489954950052201,0.8489954950052201,0.8489954950052201,0.8489954950052201,0.873811089844026,0.8489954950052201,0.8915027113870866,0.8915027113870866,0.8915027113870866,0.86411752255124,0.8489954950052201,0.8489954950052201,0.7399070532415847,0.7399070532415847,0.5993247131256836
12405045_2020023_Feet_L_S_0,0.7904197681198986,0.8472229935774048,0.9306731233461669,0.9306731233461669,0.9306731233461669,0.9306731233461669,0.9306731233461669,0.9306731233461669,0.8472229935774048,0.717053745606273,0.8268667089241298,0.7904197681198986,0.7904197681198986,0.7845003784687442,0.6245291995021421,0.6245291995021421,0.4781551683688276,0.3512976747199549
12405045_2020023_Feet_L_S_1,0.9409394010199814,0.8666551476820761,0.8666551476820761,0.8666551476820761,0.8666551476820761,0.8666551476820761,0.9409394010199814,0.8666551476820761,0.8666551476820761,0.8079226427906302,0.9255432817918989,0.9409394010199814,0.7873639549125336,0.776343380986004,0.7377811698974535,0.759548185590446,0.6134071158407931,0.46963982306560725
12405045_2020023_Feet_L_S_2,0.8525873292723779,0.8525873292723779,0.8525873292723779,0.8525873292723779,0.8525873292723779,0.8525873292723779,0.8525873292723779,0.9451632553859594,0.8525873292723779,0.795134102981148,0.9224897870014118,0.9224897870014118,0.7872349293648189,0.7872349293648189,0.6316047866260717,0.6316047866260717,0.48357241476058604,0.3552776924771652
12405045_2020023_Feet_L_S_3,0.8982426635976962,0.8982426635976962,0.8982426635976962,0.9060507032311144,0.9060507032311144,0.9060507032311144,0.9060507032311144,0.9060507032311144,0.9060507032311144,0.8686342235165264,0.8982426635976962,0.7322788564870684,0.7322788564870684,0.7171123741780934,0.7171123741780934,0.5785907014218812,0.5785907014218812,0.4429835057761278
12405045_2020023_Feet_R_S_0,0.8935843352308565,0.8935843352308565,0.8935843352308565,0.8935843352308565,0.8537755770377934,0.792130205625879,0.8485224982228687,0.870144258540275,0.870144258540275,0.6908658919317551,0.6908658919317551,0.8170619319059612,0.8170619319059612,0.8485224982228687,0.8485224982228687,0.8485224982228687,0.7384994506040136,0.598184554989251
12405045_2020023_Feet_R_S_1,0.8682504171711583,0.8682504171711583,0.8682504171711583,0.8682504171711583,0.8682504171711583,0.8682504171711583,0.8682504171711583,0.8682504171711583,0.8682504171711583,0.681691789113796,0.6664528307343175,0.8908850778863092,0.8908850778863092,0.8908850778863092,0.7484380621569784,0.7484380621569784,0.6062348303471525,0.6062348303471525
12405045_2020023_Feet_R_S_2,0.8098157564371538,0.8968436940192883,0.8968436940192883,0.8968436940192883,0.8968436940192883,0.8968436940192883,0.8968436940192883,0.8968436940192883,0.8910356782010903,0.7530603132230174,0.7530603132230174,0.8028274540964488,0.8028274540964488,0.815768535331482,0.8910356782010903,0.8098157564371538,0.8098157564371538,0.6559507627140946
